Ruta,Dia,Tiempo_recorrido_min,Pasajeros,Clima
Ruta 2,Domingo,49,15,Lluvioso
Ruta 5,Sábado,37,21,Lluvioso
Ruta 1,Domingo,56,20,Nublado
Ruta 2,Jueves,60,17,Soleado
Ruta 2,Martes,43,33,Lluvioso
Ruta 2,Martes,48,42,Nublado
Ruta 3,Lunes,26,40,Lluvioso
Ruta 5,Martes,28,14,Lluvioso
Ruta 2,Sábado,33,35,Lluvioso
Ruta 2,Jueves,38,15,Lluvioso
Ruta 2,Martes,19,25,Nublado
Ruta 2,Miércoles,39,47,Soleado
Ruta 4,Viernes,32,12,Soleado
Ruta 5,Sábado,31,28,Nublado
Ruta 3,Sábado,42,24,Lluvioso
Ruta 3,Viernes,59,23,Nublado
Ruta 3,Jueves,54,44,Lluvioso
Ruta 4,Viernes,30,15,Soleado
Ruta 4,Jueves,31,49,Soleado
Ruta 4,Sábado,24,33,Lluvioso
Ruta 5,Viernes,23,23,Lluvioso
Ruta 5,Viernes,48,18,Soleado
Ruta 3,Domingo,34,25,Nublado
Ruta 2,Jueves,59,48,Lluvioso
Ruta 2,Martes,53,46,Soleado
Ruta 3,Lunes,35,13,Lluvioso
Ruta 1,Miércoles,31,12,Nublado
Ruta 3,Martes,50,23,Soleado
Ruta 5,Lunes,58,33,Nublado
Ruta 3,Domingo,52,18,Lluvioso
Ruta 2,Lunes,44,28,Lluvioso
Ruta 5,Lunes,45,18,Soleado
Ruta 3,Sábado,49,18,Lluvioso
Ruta 4,Lunes,30,38,Lluvioso
Ruta 1,Jueves,25,15,Soleado
Ruta 5,Martes,38,31,Lluvioso
Ruta 1,Viernes,19,36,Nublado
Ruta 3,Viernes,33,33,Soleado
Ruta 1,Martes,46,6,Nublado
Ruta 4,Miércoles,25,46,Lluvioso
Ruta 2,Martes,35,31,Nublado
Ruta 2,Jueves,41,37,Lluvioso
Ruta 4,Lunes,27,7,Nublado
Ruta 3,Sábado,28,15,Soleado
Ruta 1,Jueves,45,26,Soleado
Ruta 4,Jueves,34,40,Nublado
Ruta 3,Jueves,16,9,Soleado
Ruta 2,Martes,49,37,Nublado
Ruta 2,Miércoles,25,31,Lluvioso
Ruta 1,Domingo,30,6,Nublado
Ruta 2,Lunes,28,13,Nublado
Ruta 1,Lunes,38,22,Nublado
Ruta 3,Viernes,53,31,Soleado
Ruta 2,Lunes,23,24,Nublado
Ruta 1,Domingo,60,8,Soleado
Ruta 5,Martes,34,42,Lluvioso
Ruta 5,Domingo,22,20,Soleado
Ruta 2,Domingo,28,34,Nublado
Ruta 2,Jueves,27,37,Nublado
Ruta 1,Domingo,30,41,Lluvioso
Ruta 4,Viernes,21,49,Soleado
Ruta 1,Lunes,22,44,Soleado
Ruta 3,Lunes,24,10,Lluvioso
Ruta 3,Martes,53,39,Soleado
Ruta 2,Lunes,29,42,Nublado
Ruta 2,Jueves,33,26,Soleado
Ruta 2,Viernes,54,11,Soleado
Ruta 1,Miércoles,17,24,Nublado
Ruta 4,Miércoles,26,18,Nublado
Ruta 3,Lunes,20,43,Soleado
Ruta 5,Sábado,59,49,Lluvioso
Ruta 5,Domingo,44,38,Soleado
Ruta 1,Jueves,44,30,Lluvioso
Ruta 1,Lunes,45,17,Nublado
Ruta 4,Miércoles,20,11,Soleado
Ruta 2,Sábado,40,35,Lluvioso
Ruta 1,Domingo,39,42,Lluvioso
Ruta 2,Martes,56,18,Lluvioso
Ruta 3,Domingo,16,7,Lluvioso
Ruta 1,Jueves,57,45,Lluvioso
Ruta 4,Jueves,27,24,Lluvioso
Ruta 2,Viernes,37,44,Nublado
Ruta 4,Domingo,30,25,Lluvioso
Ruta 2,Lunes,55,35,Soleado
Ruta 5,Lunes,37,23,Nublado
Ruta 1,Martes,30,40,Soleado
Ruta 3,Martes,37,50,Nublado
Ruta 5,Jueves,34,31,Soleado
Ruta 3,Miércoles,23,25,Soleado
Ruta 3,Lunes,53,34,Soleado
Ruta 2,Sábado,56,9,Soleado
Ruta 2,Jueves,45,23,Nublado
Ruta 2,Sábado,40,37,Soleado
Ruta 1,Jueves,54,40,Lluvioso
Ruta 1,Sábado,38,39,Lluvioso
Ruta 2,Jueves,46,19,Lluvioso
Ruta 1,Jueves,58,19,Lluvioso
Ruta 4,Miércoles,54,41,Lluvioso
Ruta 3,Miércoles,60,6,Nublado
Ruta 3,Viernes,55,37,Soleado
Ruta 3,Viernes,27,22,Soleado
Ruta 5,Domingo,54,38,Lluvioso
Ruta 4,Sábado,23,13,Lluvioso
Ruta 1,Domingo,36,28,Nublado
Ruta 3,Sábado,29,41,Nublado
Ruta 4,Lunes,47,31,Lluvioso
Ruta 2,Lunes,33,34,Nublado
Ruta 4,Sábado,54,26,Lluvioso
Ruta 1,Lunes,43,39,Lluvioso
Ruta 1,Domingo,28,33,Nublado
Ruta 1,Jueves,23,23,Nublado
Ruta 1,Jueves,37,42,Soleado
Ruta 2,Miércoles,24,49,Soleado
Ruta 3,Lunes,24,18,Soleado
Ruta 3,Jueves,21,45,Lluvioso
Ruta 5,Miércoles,58,40,Nublado
Ruta 4,Jueves,17,38,Nublado
Ruta 3,Domingo,51,40,Nublado
Ruta 1,Domingo,20,18,Soleado
Ruta 2,Miércoles,55,14,Lluvioso
Ruta 5,Domingo,19,27,Soleado
Ruta 3,Lunes,45,24,Soleado
Ruta 5,Lunes,18,8,Nublado
Ruta 4,Jueves,34,27,Soleado
Ruta 4,Sábado,49,18,Soleado
Ruta 1,Lunes,32,43,Soleado
Ruta 5,Sábado,34,31,Soleado
Ruta 1,Miércoles,39,15,Nublado
Ruta 1,Martes,38,44,Nublado
Ruta 3,Domingo,24,27,Soleado
Ruta 5,Martes,34,44,Soleado
Ruta 2,Domingo,19,26,Lluvioso
Ruta 1,Viernes,52,39,Soleado
Ruta 1,Sábado,31,45,Lluvioso
Ruta 4,Domingo,42,39,Nublado
Ruta 1,Domingo,46,25,Nublado
Ruta 1,Domingo,54,28,Lluvioso
Ruta 4,Lunes,23,10,Nublado
Ruta 4,Martes,38,20,Soleado
Ruta 5,Lunes,47,7,Lluvioso
Ruta 4,Miércoles,16,33,Nublado
Ruta 5,Jueves,60,46,Lluvioso
Ruta 2,Lunes,16,46,Soleado
Ruta 4,Lunes,26,20,Lluvioso
Ruta 2,Domingo,20,44,Nublado
Ruta 2,Lunes,38,42,Soleado
Ruta 2,Miércoles,41,31,Nublado
Ruta 1,Martes,58,7,Nublado
Ruta 2,Jueves,56,23,Lluvioso
Ruta 2,Sábado,56,11,Nublado
Ruta 1,Martes,60,6,Soleado
Ruta 3,Lunes,26,5,Nublado
Ruta 4,Lunes,42,42,Lluvioso
Ruta 1,Sábado,20,26,Soleado
Ruta 5,Lunes,43,5,Lluvioso
Ruta 3,Jueves,53,22,Lluvioso
Ruta 1,Miércoles,41,36,Lluvioso
Ruta 3,Jueves,45,30,Lluvioso
Ruta 1,Lunes,18,18,Lluvioso
Ruta 3,Lunes,42,10,Nublado
Ruta 3,Viernes,22,17,Soleado
Ruta 1,Jueves,37,24,Soleado
Ruta 4,Viernes,39,32,Nublado
Ruta 3,Sábado,24,40,Nublado
Ruta 1,Jueves,36,47,Soleado
Ruta 2,Sábado,24,42,Soleado
Ruta 2,Domingo,17,12,Nublado
Ruta 2,Lunes,23,7,Soleado
Ruta 2,Miércoles,54,30,Nublado
Ruta 3,Sábado,30,32,Soleado
Ruta 3,Viernes,36,30,Lluvioso
Ruta 2,Miércoles,20,26,Nublado
Ruta 4,Martes,46,17,Soleado
Ruta 4,Lunes,35,32,Nublado
Ruta 1,Domingo,15,28,Soleado
Ruta 1,Viernes,35,31,Nublado
Ruta 1,Jueves,34,25,Nublado
Ruta 5,Sábado,46,43,Soleado
Ruta 3,Viernes,44,30,Soleado
Ruta 1,Domingo,16,7,Lluvioso
Ruta 5,Domingo,26,25,Soleado
Ruta 3,Lunes,54,7,Lluvioso
Ruta 5,Martes,33,12,Soleado
Ruta 4,Domingo,15,23,Lluvioso
Ruta 3,Viernes,35,44,Lluvioso
Ruta 4,Sábado,33,9,Lluvioso
Ruta 5,Jueves,30,44,Nublado
Ruta 3,Jueves,19,29,Soleado
Ruta 4,Domingo,44,14,Nublado
Ruta 3,Jueves,28,23,Soleado
Ruta 5,Miércoles,37,16,Soleado
Ruta 3,Martes,43,30,Nublado
Ruta 4,Domingo,22,18,Lluvioso
Ruta 5,Miércoles,34,38,Nublado
Ruta 2,Jueves,33,20,Nublado
Ruta 5,Viernes,39,27,Lluvioso
Ruta 5,Miércoles,36,20,Soleado
Ruta 1,Lunes,37,49,Nublado
Ruta 3,Martes,56,37,Soleado
Ruta 5,Jueves,21,44,Nublado
Ruta 2,Jueves,57,16,Lluvioso
Ruta 4,Miércoles,46,31,Soleado
Ruta 5,Miércoles,31,29,Lluvioso
Ruta 5,Viernes,48,23,Lluvioso
Ruta 3,Domingo,35,37,Nublado
Ruta 4,Martes,30,23,Soleado
Ruta 1,Martes,34,18,Lluvioso
Ruta 3,Miércoles,19,48,Soleado
Ruta 4,Domingo,50,6,Nublado
Ruta 1,Sábado,53,29,Lluvioso
Ruta 5,Domingo,20,38,Soleado
Ruta 1,Martes,60,29,Lluvioso
Ruta 3,Lunes,29,29,Soleado
Ruta 2,Sábado,58,16,Lluvioso
Ruta 1,Jueves,38,26,Soleado
Ruta 3,Jueves,29,9,Lluvioso
Ruta 2,Miércoles,20,38,Soleado
Ruta 3,Viernes,26,21,Lluvioso
Ruta 2,Jueves,49,5,Lluvioso
Ruta 4,Martes,27,50,Nublado
Ruta 1,Martes,27,28,Soleado
Ruta 4,Miércoles,46,46,Nublado
Ruta 4,Sábado,48,18,Nublado
Ruta 2,Viernes,33,5,Lluvioso
Ruta 5,Jueves,59,25,Lluvioso
Ruta 5,Jueves,37,23,Soleado
Ruta 4,Viernes,39,10,Lluvioso
Ruta 3,Sábado,53,35,Lluvioso
Ruta 4,Sábado,38,13,Lluvioso
Ruta 5,Miércoles,21,45,Nublado
Ruta 2,Lunes,58,17,Soleado
Ruta 4,Martes,20,28,Nublado
Ruta 5,Lunes,38,9,Nublado
Ruta 2,Jueves,30,13,Lluvioso
Ruta 2,Viernes,54,6,Soleado
Ruta 4,Jueves,56,38,Nublado
Ruta 2,Miércoles,31,30,Nublado
Ruta 4,Miércoles,50,41,Lluvioso
Ruta 2,Domingo,56,27,Lluvioso
Ruta 2,Domingo,32,42,Nublado
Ruta 4,Miércoles,31,16,Lluvioso
Ruta 4,Viernes,16,17,Nublado
Ruta 3,Lunes,18,14,Lluvioso
Ruta 2,Domingo,49,23,Soleado
Ruta 5,Martes,23,50,Nublado
Ruta 1,Jueves,25,15,Lluvioso
Ruta 3,Martes,37,33,Nublado
Ruta 2,Martes,29,42,Nublado
Ruta 3,Lunes,29,33,Soleado
Ruta 4,Martes,31,21,Nublado
Ruta 3,Lunes,57,5,Soleado
Ruta 5,Miércoles,49,49,Soleado
Ruta 4,Viernes,47,30,Soleado
Ruta 2,Sábado,56,15,Lluvioso
Ruta 2,Martes,57,43,Soleado
Ruta 1,Martes,45,16,Lluvioso
Ruta 1,Lunes,25,37,Lluvioso
Ruta 2,Miércoles,48,12,Lluvioso
Ruta 2,Jueves,49,29,Lluvioso
Ruta 2,Sábado,58,40,Lluvioso
Ruta 1,Miércoles,42,13,Nublado
Ruta 3,Martes,44,27,Nublado
Ruta 1,Martes,60,10,Lluvioso
Ruta 3,Jueves,37,7,Lluvioso
Ruta 2,Viernes,31,50,Soleado
Ruta 5,Jueves,35,29,Lluvioso
Ruta 2,Domingo,43,26,Soleado
Ruta 2,Domingo,22,46,Lluvioso
Ruta 1,Jueves,31,28,Soleado
Ruta 2,Lunes,58,40,Soleado
Ruta 5,Lunes,27,23,Nublado
Ruta 4,Sábado,52,24,Soleado
Ruta 1,Sábado,22,29,Soleado
Ruta 1,Martes,22,35,Soleado
Ruta 4,Sábado,59,11,Lluvioso
Ruta 3,Viernes,52,27,Lluvioso
Ruta 5,Viernes,57,13,Lluvioso
Ruta 5,Lunes,18,33,Lluvioso
Ruta 4,Martes,22,39,Lluvioso
Ruta 2,Miércoles,48,15,Lluvioso
Ruta 1,Sábado,35,47,Soleado
Ruta 3,Domingo,52,16,Lluvioso
Ruta 5,Jueves,21,5,Lluvioso
Ruta 2,Jueves,18,25,Nublado
Ruta 5,Lunes,47,40,Soleado
Ruta 3,Domingo,30,21,Nublado
Ruta 5,Miércoles,23,44,Nublado
Ruta 1,Jueves,23,48,Nublado
Ruta 1,Domingo,51,42,Lluvioso
Ruta 4,Martes,56,25,Nublado
Ruta 1,Lunes,21,16,Lluvioso
Ruta 3,Miércoles,46,11,Soleado
Ruta 3,Sábado,53,26,Lluvioso
Ruta 4,Jueves,39,11,Soleado
Ruta 5,Viernes,18,36,Soleado
Ruta 1,Lunes,53,34,Lluvioso
Ruta 5,Viernes,35,41,Soleado
Ruta 3,Martes,29,5,Lluvioso
Ruta 1,Martes,33,43,Soleado
Ruta 3,Domingo,50,18,Soleado
Ruta 4,Jueves,39,46,Soleado
Ruta 5,Miércoles,15,40,Soleado
Ruta 3,Martes,55,13,Soleado
Ruta 5,Viernes,37,29,Lluvioso
Ruta 1,Domingo,33,39,Soleado
Ruta 2,Jueves,52,40,Soleado
Ruta 2,Sábado,60,34,Nublado
Ruta 5,Sábado,41,13,Lluvioso
Ruta 4,Lunes,49,23,Nublado
Ruta 1,Viernes,46,42,Soleado
Ruta 1,Jueves,19,37,Lluvioso
Ruta 5,Jueves,36,20,Soleado
Ruta 1,Jueves,45,43,Nublado
Ruta 4,Lunes,38,45,Nublado
Ruta 2,Jueves,25,17,Lluvioso
Ruta 4,Domingo,33,37,Soleado
Ruta 2,Miércoles,42,9,Soleado
Ruta 1,Jueves,49,36,Lluvioso
Ruta 4,Domingo,30,20,Nublado
Ruta 4,Jueves,45,40,Nublado
Ruta 3,Domingo,17,16,Soleado
Ruta 3,Sábado,36,14,Lluvioso
Ruta 3,Domingo,16,42,Lluvioso
Ruta 1,Miércoles,25,18,Soleado
Ruta 1,Jueves,55,21,Lluvioso
Ruta 4,Viernes,37,29,Nublado
Ruta 3,Miércoles,16,8,Soleado
Ruta 5,Viernes,60,11,Soleado
Ruta 3,Viernes,55,7,Lluvioso
Ruta 3,Martes,38,32,Nublado
Ruta 1,Viernes,48,34,Soleado
Ruta 1,Sábado,47,15,Lluvioso
Ruta 4,Jueves,15,47,Nublado
Ruta 5,Viernes,31,36,Nublado
Ruta 4,Miércoles,60,34,Soleado
Ruta 4,Viernes,42,13,Nublado
Ruta 2,Miércoles,54,6,Nublado
Ruta 3,Domingo,27,23,Nublado
Ruta 1,Martes,60,40,Soleado
Ruta 3,Miércoles,24,17,Soleado
Ruta 2,Sábado,44,11,Nublado
Ruta 5,Lunes,56,30,Soleado
Ruta 1,Lunes,26,9,Lluvioso
Ruta 2,Lunes,54,48,Lluvioso
Ruta 1,Martes,56,8,Nublado
Ruta 3,Sábado,46,41,Nublado
Ruta 2,Jueves,43,39,Soleado
Ruta 3,Lunes,49,50,Nublado
Ruta 4,Sábado,26,23,Lluvioso
Ruta 4,Viernes,51,16,Soleado
Ruta 5,Miércoles,43,7,Nublado
Ruta 4,Viernes,34,25,Nublado
Ruta 1,Viernes,51,39,Soleado
Ruta 5,Miércoles,49,27,Soleado
Ruta 4,Viernes,40,8,Nublado
Ruta 5,Domingo,31,32,Lluvioso
Ruta 2,Sábado,57,42,Soleado
Ruta 5,Domingo,40,24,Nublado
Ruta 1,Viernes,18,9,Soleado
Ruta 1,Lunes,34,15,Nublado
Ruta 1,Jueves,58,17,Soleado
Ruta 1,Lunes,36,43,Soleado
Ruta 2,Lunes,54,10,Lluvioso
Ruta 3,Sábado,15,11,Lluvioso
Ruta 4,Lunes,20,12,Nublado
Ruta 3,Lunes,32,19,Soleado
Ruta 4,Jueves,23,10,Soleado
Ruta 4,Martes,58,15,Soleado
Ruta 3,Lunes,34,20,Lluvioso
Ruta 5,Viernes,33,14,Soleado
Ruta 2,Domingo,43,41,Nublado
Ruta 4,Martes,29,15,Lluvioso
Ruta 1,Viernes,17,43,Lluvioso
Ruta 1,Martes,26,36,Lluvioso
Ruta 4,Martes,20,24,Nublado
Ruta 5,Martes,25,25,Lluvioso
Ruta 4,Martes,28,47,Soleado
Ruta 2,Sábado,26,36,Nublado
Ruta 2,Lunes,43,42,Nublado
Ruta 5,Lunes,51,8,Lluvioso
Ruta 1,Lunes,49,24,Lluvioso
Ruta 2,Jueves,39,14,Nublado
Ruta 1,Domingo,58,36,Soleado
Ruta 3,Domingo,37,21,Lluvioso
Ruta 3,Martes,49,17,Nublado
Ruta 3,Viernes,21,41,Soleado
Ruta 5,Jueves,48,46,Lluvioso
Ruta 2,Viernes,43,33,Lluvioso
Ruta 2,Miércoles,23,49,Soleado
Ruta 3,Domingo,17,21,Soleado
Ruta 1,Jueves,36,45,Soleado
Ruta 5,Martes,20,50,Lluvioso
Ruta 1,Martes,53,7,Soleado
Ruta 4,Jueves,60,36,Soleado
Ruta 4,Lunes,23,11,Nublado
Ruta 4,Viernes,56,11,Nublado
Ruta 4,Lunes,46,11,Nublado
Ruta 4,Lunes,57,50,Nublado
Ruta 2,Viernes,48,42,Soleado
Ruta 2,Sábado,18,49,Lluvioso
Ruta 2,Martes,25,14,Lluvioso
Ruta 4,Sábado,30,19,Lluvioso
Ruta 3,Viernes,53,25,Nublado
Ruta 4,Domingo,28,38,Lluvioso
Ruta 4,Miércoles,50,36,Nublado
Ruta 5,Martes,15,15,Soleado
Ruta 5,Domingo,40,22,Lluvioso
Ruta 2,Lunes,38,35,Soleado
Ruta 4,Jueves,37,7,Nublado
Ruta 3,Miércoles,19,34,Soleado
Ruta 2,Martes,15,19,Lluvioso
Ruta 5,Domingo,19,24,Lluvioso
Ruta 3,Jueves,60,22,Nublado
Ruta 5,Lunes,53,16,Soleado
Ruta 3,Domingo,56,9,Nublado
Ruta 3,Jueves,28,27,Soleado
Ruta 3,Jueves,23,19,Soleado
Ruta 5,Viernes,31,33,Nublado
Ruta 3,Jueves,42,30,Soleado
Ruta 5,Martes,18,19,Soleado
Ruta 2,Viernes,35,8,Nublado
Ruta 2,Martes,21,18,Soleado
Ruta 4,Jueves,45,25,Nublado
Ruta 1,Sábado,23,44,Soleado
Ruta 1,Miércoles,15,38,Nublado
Ruta 4,Martes,55,7,Soleado
Ruta 2,Lunes,23,39,Nublado
Ruta 2,Sábado,44,48,Soleado
Ruta 4,Martes,38,32,Lluvioso
Ruta 5,Sábado,21,24,Lluvioso
Ruta 2,Martes,60,47,Soleado
Ruta 5,Miércoles,44,41,Lluvioso
Ruta 1,Miércoles,18,16,Lluvioso
Ruta 5,Domingo,49,6,Soleado
Ruta 4,Lunes,17,18,Lluvioso
Ruta 5,Martes,48,22,Nublado
Ruta 1,Viernes,36,47,Nublado
Ruta 2,Sábado,37,49,Lluvioso
Ruta 5,Jueves,26,18,Nublado
Ruta 1,Martes,18,36,Nublado
Ruta 3,Lunes,57,39,Nublado
Ruta 5,Jueves,42,7,Lluvioso
Ruta 5,Miércoles,25,27,Lluvioso
Ruta 4,Domingo,35,17,Nublado
Ruta 4,Martes,41,29,Lluvioso
Ruta 4,Lunes,46,45,Soleado
Ruta 5,Viernes,37,28,Soleado
Ruta 4,Viernes,56,33,Lluvioso
Ruta 3,Sábado,30,25,Soleado
Ruta 4,Viernes,16,14,Lluvioso
Ruta 1,Martes,25,36,Nublado
Ruta 3,Viernes,48,45,Lluvioso
Ruta 5,Jueves,48,6,Soleado
Ruta 1,Miércoles,22,5,Soleado
Ruta 3,Martes,34,7,Lluvioso
Ruta 2,Martes,26,7,Nublado
Ruta 3,Miércoles,49,37,Soleado
Ruta 3,Martes,58,36,Lluvioso
Ruta 1,Miércoles,34,25,Nublado
Ruta 2,Domingo,51,31,Soleado
Ruta 5,Sábado,48,5,Soleado
Ruta 5,Miércoles,37,8,Soleado
Ruta 5,Viernes,52,39,Soleado
Ruta 5,Martes,45,27,Soleado
Ruta 1,Domingo,42,46,Soleado
Ruta 2,Lunes,23,21,Soleado
Ruta 2,Miércoles,60,47,Lluvioso
Ruta 4,Miércoles,33,48,Lluvioso
Ruta 4,Martes,29,9,Soleado
Ruta 3,Sábado,52,27,Lluvioso
Ruta 3,Lunes,16,41,Nublado
Ruta 1,Domingo,36,23,Nublado
Ruta 5,Viernes,19,30,Nublado
Ruta 5,Martes,18,14,Lluvioso
Ruta 4,Jueves,49,26,Soleado
Ruta 4,Lunes,25,40,Lluvioso
Ruta 4,Martes,53,22,Nublado
Ruta 4,Jueves,19,14,Nublado
Ruta 4,Viernes,25,30,Nublado
Ruta 2,Domingo,25,28,Nublado
Ruta 1,Martes,19,47,Lluvioso
Ruta 3,Sábado,56,22,Nublado
Ruta 4,Lunes,19,32,Soleado
Ruta 4,Lunes,27,27,Nublado
Ruta 2,Lunes,29,47,Lluvioso
Ruta 3,Viernes,27,24,Soleado
Ruta 2,Martes,54,41,Nublado
Ruta 3,Lunes,38,42,Nublado
Ruta 1,Sábado,46,8,Nublado
Ruta 5,Sábado,27,11,Lluvioso
Ruta 2,Viernes,53,48,Lluvioso
Ruta 1,Viernes,25,13,Soleado
Ruta 2,Martes,48,41,Lluvioso
Ruta 2,Sábado,39,48,Lluvioso
Ruta 3,Miércoles,27,36,Soleado
Ruta 2,Viernes,52,50,Lluvioso
Ruta 2,Lunes,60,44,Nublado
Ruta 5,Sábado,29,27,Nublado
Ruta 4,Sábado,22,15,Nublado
Ruta 4,Miércoles,36,28,Lluvioso
Ruta 1,Jueves,24,42,Lluvioso
Ruta 1,Lunes,43,48,Lluvioso
Ruta 4,Domingo,55,17,Soleado
Ruta 1,Miércoles,52,17,Soleado
Ruta 4,Lunes,27,46,Nublado
Ruta 1,Sábado,34,17,Lluvioso
Ruta 1,Jueves,36,35,Lluvioso
Ruta 2,Jueves,19,33,Lluvioso
Ruta 4,Viernes,52,31,Nublado
Ruta 4,Domingo,49,23,Soleado
Ruta 4,Viernes,17,34,Nublado
Ruta 5,Sábado,32,22,Nublado
Ruta 5,Miércoles,17,10,Nublado
Ruta 5,Jueves,41,25,Soleado
Ruta 5,Viernes,50,31,Nublado
Ruta 5,Viernes,43,11,Lluvioso
Ruta 1,Viernes,56,48,Soleado
Ruta 1,Domingo,50,23,Nublado
Ruta 5,Domingo,38,44,Lluvioso
Ruta 5,Martes,41,19,Lluvioso
Ruta 1,Domingo,18,44,Soleado
Ruta 1,Sábado,56,33,Nublado
Ruta 5,Viernes,33,12,Soleado
Ruta 5,Jueves,25,15,Soleado
Ruta 1,Sábado,52,20,Nublado
Ruta 2,Sábado,33,30,Nublado
Ruta 4,Domingo,55,16,Nublado
Ruta 4,Lunes,31,16,Lluvioso
Ruta 5,Martes,16,33,Soleado
Ruta 2,Jueves,20,45,Nublado
Ruta 2,Jueves,42,24,Lluvioso
Ruta 5,Lunes,24,25,Nublado
Ruta 5,Sábado,57,11,Nublado
Ruta 1,Miércoles,27,41,Lluvioso
Ruta 5,Miércoles,19,10,Nublado
Ruta 3,Lunes,21,27,Nublado
Ruta 5,Martes,26,28,Lluvioso
Ruta 3,Lunes,38,6,Lluvioso
Ruta 3,Miércoles,54,15,Soleado
Ruta 2,Sábado,37,41,Nublado
Ruta 2,Jueves,38,45,Soleado
Ruta 5,Lunes,40,27,Nublado
Ruta 2,Miércoles,54,27,Soleado
Ruta 3,Jueves,36,36,Soleado
Ruta 1,Martes,27,45,Nublado
Ruta 2,Sábado,43,40,Nublado
Ruta 3,Lunes,51,24,Nublado
Ruta 2,Jueves,26,13,Soleado
Ruta 1,Sábado,54,40,Soleado
Ruta 5,Jueves,44,45,Nublado
Ruta 4,Miércoles,54,34,Soleado
Ruta 3,Domingo,52,9,Nublado
Ruta 2,Jueves,27,10,Soleado
Ruta 5,Sábado,17,32,Lluvioso
Ruta 2,Jueves,56,26,Soleado
Ruta 1,Lunes,23,37,Lluvioso
Ruta 3,Miércoles,37,38,Lluvioso
Ruta 4,Martes,17,18,Lluvioso
Ruta 3,Domingo,53,20,Nublado
Ruta 1,Sábado,38,32,Lluvioso
Ruta 2,Viernes,32,38,Soleado
Ruta 5,Jueves,17,29,Soleado
Ruta 2,Sábado,30,27,Soleado
Ruta 3,Sábado,43,25,Soleado
Ruta 2,Lunes,47,43,Soleado
Ruta 5,Domingo,35,45,Lluvioso
Ruta 3,Domingo,20,25,Soleado
Ruta 2,Domingo,60,6,Nublado
Ruta 1,Miércoles,47,44,Lluvioso
Ruta 1,Lunes,49,10,Soleado
Ruta 2,Sábado,55,7,Lluvioso
Ruta 2,Miércoles,25,8,Nublado
Ruta 5,Miércoles,40,33,Nublado
Ruta 4,Viernes,31,20,Soleado
Ruta 1,Martes,16,35,Soleado
Ruta 2,Martes,31,34,Nublado
Ruta 5,Domingo,59,34,Soleado
Ruta 5,Martes,57,7,Nublado
Ruta 2,Miércoles,34,18,Lluvioso
Ruta 3,Viernes,16,38,Soleado
Ruta 5,Domingo,29,26,Soleado
Ruta 4,Domingo,51,48,Soleado
Ruta 2,Martes,31,24,Nublado
Ruta 1,Jueves,15,25,Lluvioso
Ruta 1,Viernes,19,6,Soleado
Ruta 3,Miércoles,19,10,Soleado
Ruta 3,Domingo,48,20,Lluvioso
Ruta 5,Viernes,32,12,Lluvioso
Ruta 4,Domingo,47,40,Soleado
Ruta 5,Miércoles,22,18,Nublado
Ruta 3,Miércoles,32,14,Nublado
Ruta 1,Domingo,46,49,Lluvioso
Ruta 4,Miércoles,27,21,Soleado
Ruta 5,Jueves,49,10,Nublado
Ruta 3,Lunes,27,50,Soleado
Ruta 1,Viernes,35,5,Lluvioso
Ruta 2,Sábado,54,46,Lluvioso
Ruta 5,Sábado,59,33,Lluvioso
Ruta 5,Lunes,45,7,Lluvioso
Ruta 2,Jueves,59,11,Soleado
Ruta 5,Sábado,31,45,Nublado
Ruta 4,Sábado,42,40,Nublado
Ruta 2,Miércoles,56,38,Nublado
Ruta 3,Martes,31,44,Nublado
Ruta 3,Domingo,52,14,Soleado
Ruta 5,Martes,22,5,Lluvioso
Ruta 2,Jueves,56,8,Lluvioso
Ruta 2,Jueves,33,25,Lluvioso
Ruta 3,Miércoles,50,40,Lluvioso
Ruta 5,Jueves,39,38,Soleado
Ruta 4,Viernes,42,39,Nublado
Ruta 4,Domingo,35,21,Soleado
Ruta 2,Lunes,15,47,Lluvioso
Ruta 5,Jueves,22,47,Lluvioso
Ruta 4,Sábado,15,48,Soleado
Ruta 2,Lunes,44,45,Nublado
Ruta 2,Miércoles,34,46,Lluvioso
Ruta 1,Lunes,34,12,Nublado
Ruta 3,Sábado,57,17,Nublado
Ruta 5,Sábado,15,45,Nublado
Ruta 3,Jueves,16,32,Soleado
Ruta 3,Viernes,20,47,Nublado
Ruta 5,Domingo,59,9,Soleado
Ruta 3,Miércoles,58,18,Lluvioso
Ruta 5,Sábado,28,38,Soleado
Ruta 5,Martes,18,41,Soleado
Ruta 4,Sábado,47,18,Soleado
Ruta 3,Sábado,41,27,Lluvioso
Ruta 2,Martes,39,30,Soleado
Ruta 3,Sábado,51,20,Soleado
Ruta 4,Viernes,34,50,Nublado
Ruta 5,Miércoles,23,44,Lluvioso
Ruta 2,Lunes,37,23,Soleado
Ruta 2,Jueves,18,15,Lluvioso
Ruta 3,Lunes,53,16,Lluvioso
Ruta 2,Jueves,59,33,Nublado
Ruta 4,Viernes,40,40,Soleado
Ruta 4,Lunes,53,29,Lluvioso
Ruta 5,Viernes,25,50,Soleado
Ruta 1,Lunes,35,16,Nublado
Ruta 1,Jueves,59,29,Lluvioso
Ruta 4,Lunes,24,8,Nublado
Ruta 5,Viernes,29,45,Lluvioso
Ruta 1,Sábado,46,45,Nublado
